0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	2
27	47
28	201
29	401
30	218
31	25
32	3
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	1
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	1
136	0
137	1
138	0
139	0
140	0
141	0
142	2
143	1
144	1
145	0
146	0
147	1
148	2
149	0
150	3
151	0
152	0
153	0
154	1
155	0
156	0
157	3
158	1
159	1
160	0
161	1
162	0
163	1
164	1
165	2
166	2
167	2
168	2
169	1
170	4
171	3
172	4
173	3
174	4
175	6
176	2
177	3
178	3
179	2
180	1
181	5
182	3
183	4
184	5
185	9
186	6
187	9
188	7
189	13
190	9
191	10
192	8
193	7
194	14
195	6
196	11
197	12
198	21
199	17
200	18
201	12
202	16
203	17
204	19
205	20
206	15
207	16
208	23
209	27
210	24
211	23
212	32
213	20
214	28
215	28
216	29
217	33
218	27
219	25
220	31
221	34
222	28
223	36
224	25
225	34
226	25
227	39
228	41
229	38
230	35
231	24
232	42
233	36
234	44
235	32
236	37
237	32
238	37
239	36
240	44
241	36
242	39
243	40
244	39
245	30
246	38
247	38
248	48
249	33
250	31
251	42
252	38
253	32
254	39
255	29
256	30
257	42
258	28
259	38
260	30
261	46
262	36
263	35
264	40
265	45
266	33
267	37
268	35
269	40
270	36
271	44
272	31
273	29
274	37
275	38
276	33
277	39
278	35
279	43
280	37
281	51
282	48
283	38
284	30
285	31
286	27
287	29
288	29
289	30
290	31
291	38
292	34
293	43
294	38
295	36
296	27
297	40
298	36
299	31
300	28
301	31
302	26
303	33
304	24
305	34
306	29
307	27
308	29
309	26
310	32
311	30
312	28
313	37
314	28
315	31
316	24
317	25
318	27
319	20
320	21
321	27
322	25
323	25
324	16
325	19
326	19
327	22
328	26
329	23
330	18
331	23
332	22
333	23
334	22
335	23
336	18
337	20
338	25
339	18
340	21
341	20
342	20
343	24
344	16
345	16
346	18
347	21
348	19
349	13
350	24
351	15
352	19
353	24
354	18
355	22
356	12
357	13
358	20
359	13
360	18
361	19
362	22
363	22
364	19
365	15
366	14
367	14
368	14
369	15
370	20
371	11
372	16
373	13
374	25
375	21
376	13
377	13
378	8
379	11
380	16
381	18
382	8
383	13
384	10
385	5
386	14
387	15
388	11
389	15
390	15
391	10
392	16
393	10
394	8
395	10
396	10
397	15
398	14
399	10
400	11
401	8
402	12
403	13
404	9
405	10
406	14
407	15
408	13
409	8
410	14
411	7
412	9
413	15
414	11
415	10
416	12
417	9
418	11
419	8
420	9
421	9
422	7
423	10
424	7
425	10
426	8
427	6
428	2
429	10
430	11
431	12
432	5
433	7
434	7
435	9
436	8
437	6
438	6
439	4
440	6
441	6
442	8
443	7
444	9
445	3
446	6
447	10
448	5
449	8
450	11
451	10
452	10
453	2
454	10
455	7
456	5
457	4
458	8
459	4
460	3
461	2
462	12
463	10
464	1
465	4
466	5
467	1
468	6
469	7
470	7
471	5
472	6
473	7
474	10
475	4
476	8
477	4
478	6
479	11
480	5
481	2
482	3
483	6
484	0
485	7
486	5
487	9
488	2
489	3
490	1
491	5
492	6
493	4
494	9
495	7
496	6
497	6
498	2
499	6
500	5
501	5
502	3
503	3
504	2
505	10
506	7
507	2
508	4
509	5
510	4
511	6
512	7
513	5
514	8
515	1
516	2
517	7
518	3
519	4
520	3
521	7
522	7
523	3
524	1
525	3
526	6
527	6
528	3
529	2
530	4
531	4
532	1
533	2
